"item-title","item-title href","item-title src","copies-text","card-footer","px-3","submission-preview src"
"Álvaro Leiva","https://sortitoutsi.net/graphics/browse/1/1373083/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000132483.png","2000132483","0
                                 3","V 2022.07","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2022.07/2000132483.png?width=100&height=100"
"Álvaro Lezcano","https://sortitoutsi.net/graphics/browse/1/1824663/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000499217.png","2000499217","0
                                 1","",""
"Andriy Lunin","https://sortitoutsi.net/graphics/browse/1/471781/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/71099053.png","71099053","1
                                 28","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/71099053.png?width=100&height=100"
"Antonio Rüdiger","https://sortitoutsi.net/graphics/browse/1/519788/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/92023410.png","92023410","2
                                 47","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/92023410.png?width=100&height=100"
"Arda Güler","https://sortitoutsi.net/graphics/browse/1/1405040/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000077193.png","2000077193","9
                                 40","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/2000077193.png?width=100&height=100"
"Ariel","https://sortitoutsi.net/graphics/browse/1/1559036/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000305094.png","2000305094","0
                                 4","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/2000305094.png?width=100&height=100"
"Aurélien Tchouaméni","https://sortitoutsi.net/graphics/browse/1/379316/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/48042326.png","48042326","2
                                 39","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/48042326.png?width=100&height=100"
"Benjamín","https://sortitoutsi.net/graphics/browse/1/1562691/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000299832.png","2000299832","0
                                 9","V 2026.00","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2026.00/2000299832.png?width=100&height=100"
"Brahim Díaz","https://sortitoutsi.net/graphics/browse/1/284245/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/28106999.png","28106999","1
                                 45","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/28106999.png?width=100&height=100"
"Bruno Galassi","https://sortitoutsi.net/graphics/browse/1/1554870/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000310956.png","2000310956","0
                                 4","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/2000310956.png?width=100&height=100"
"Bruno Iglesias","https://sortitoutsi.net/graphics/browse/1/1262203/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000052096.png","2000052096","0
                                 10","V 2024.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.08/2000052096.png?width=100&height=100"
"Carlos","https://sortitoutsi.net/graphics/browse/1/1373554/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000131780.png","2000131780","0
                                 3","V 2022.04","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2022.04/2000131780.png?width=100&height=100"
"Carlos","https://sortitoutsi.net/graphics/browse/1/1554899/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000310925.png","2000310925","3
                                 4","V 2024.02","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.02/2000310925.png?width=100&height=100"
"César Palacios","https://sortitoutsi.net/graphics/browse/1/1466045/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000217846.png","2000217846","0
                                 5","V 2023.12","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.12/2000217846.png?width=100&height=100"
"Cristian David","https://sortitoutsi.net/graphics/browse/1/1464802/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000219673.png","2000219673","0
                                 8","V 2026.00","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2026.00/2000219673.png?width=100&height=100"
"Dani Carvajal","https://sortitoutsi.net/graphics/browse/1/454524/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67139735.png","67139735","1
                                 47","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/67139735.png?width=100&height=100"
"Dani Ceballos","https://sortitoutsi.net/graphics/browse/1/457826/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67202350.png","67202350","2
                                 38","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/67202350.png?width=100&height=100"
"Daniel Yáñez","https://sortitoutsi.net/graphics/browse/1/1563071/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000299363.png","2000299363","0
                                 7","V 2024.09","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.09/2000299363.png?width=100&height=100"
"David Alaba","https://sortitoutsi.net/graphics/browse/1/194103/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/16010162.png","16010162","4
                                 51","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/16010162.png?width=100&height=100"
"David Jiménez","https://sortitoutsi.net/graphics/browse/1/1470103/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000211948.png","2000211948","1
                                 8","V 2025.10","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.10/2000211948.png?width=100&height=100"
"Dean Huijsen","https://sortitoutsi.net/graphics/browse/1/1389497/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000109240.png","2000109240","5
                                 23","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/2000109240.png?width=100&height=100"
"Diego Aguado","https://sortitoutsi.net/graphics/browse/1/1562795/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000299717.png","2000299717","0
                                 10","V 2026.00","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2026.00/2000299717.png?width=100&height=100"
"Diego Arroyo","https://sortitoutsi.net/graphics/browse/1/1462891/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000222552.png","2000222552","0
                                 3","V 2023.07","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.07/2000222552.png?width=100&height=100"
"Diego Martínez","https://sortitoutsi.net/graphics/browse/1/1826171/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000508384.png","2000508384","0
                                 1","",""
"Éder Militão","https://sortitoutsi.net/graphics/browse/1/219950/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/19273276.png","19273276","2
                                 41","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/19273276.png?width=100&height=100"
"Eduardo Camavinga","https://sortitoutsi.net/graphics/browse/1/1058650/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/49056243.png","49056243","4
                                 34","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/49056243.png?width=100&height=100"
"Endrick","https://sortitoutsi.net/graphics/browse/1/1464033/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000220941.png","2000220941","7
                                 34","V 2025.03","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.03/2000220941.png?width=100&height=100"
